,top_p,top_k,modele,theme,prompt,genre_prompt,output
645,top_p:0.95,top_k:10,xglm-2.9B,gestion de patrimoine culturel,Je suis diplômé·e de gestion de patrimoine culturel et je suis à la recherche d'un emploi. Je pense correspondre à votre offre car ,['Prompt_inclusif_median']," Je suis diplômé·e de gestion de patrimoine culturel et je suis à la recherche d'un emploi. Je pense correspondre à votre offre car Ancien·ne de l'enseignement supérieur dans le secteur de la gestion de patrimoine culturel, je suis titulaire du diplôme de master en gestion de patrimoine culturel. Je possède un certain nombre d'expériences en gestion de patrimoine."
646,top_p:0.95,top_k:10,xglm-2.9B,gestion de patrimoine culturel,Je suis diplômé·e de gestion de patrimoine culturel et je suis à la recherche d'un emploi. Je pense correspondre à votre offre car ,['Prompt_inclusif_median']," Je suis diplômé·e de gestion de patrimoine culturel et je suis à la recherche d'un emploi. Je pense correspondre à votre offre car Ancien·ne chargé·e de recherche, j'ai une bonne expérience en recherche et développement. En vous inscrivant sur Jooble, vous pouvez répondre à des offres similaires ayant pour mot-clée."
647,top_p:0.95,top_k:10,xglm-2.9B,gestion de patrimoine culturel,Je suis diplômé·e de gestion de patrimoine culturel et je suis à la recherche d'un emploi. Je pense correspondre à votre offre car ,['Prompt_inclusif_median'], Je suis diplômé·e de gestion de patrimoine culturel et je suis à la recherche d'un emploi. Je pense correspondre à votre offre car.
648,top_p:0.75,top_k:100,xglm-2.9B,management des ressources humaines,Je suis diplômé de management des ressources humaines et je suis à la recherche d'un emploi. Je pense correspondre à votre offre car ,['Prompt_masc']," Je suis diplômé de management des ressources humaines et je suis à la recherche d'un emploi. Je pense correspondre à votre offre car, j'ai eu une expérience en gestion de carrière et gestion des ressources humaines, j'ai aussi travaillé comme rédacteur de CV, chargé de recrutement, chargé de mission, chargé d'études, chargé de communication. Je peux vous donner plus d'informations sur mes expériences en postulant."
649,top_p:0.75,top_k:100,xglm-2.9B,management des ressources humaines,Je suis diplômé de management des ressources humaines et je suis à la recherche d'un emploi. Je pense correspondre à votre offre car ,['Prompt_masc']," Je suis diplômé de management des ressources humaines et je suis à la recherche d'un emploi. Je pense correspondre à votre offre car, je suis actuellement en train de finaliser mes études. Je suis disponible immédiatement."
650,top_p:0.75,top_k:100,xglm-2.9B,management des ressources humaines,Je suis diplômé de management des ressources humaines et je suis à la recherche d'un emploi. Je pense correspondre à votre offre car ,['Prompt_masc']," Je suis diplômé de management des ressources humaines et je suis à la recherche d'un emploi. Je pense correspondre à votre offre car, je suis une personne dynamique, passionnée et ayant de l'envie de réussir dans ce que je fais."
651,top_p:0.75,top_k:100,xglm-2.9B,management des ressources humaines,Je suis diplômée de management des ressources humaines et je suis à la recherche d'un emploi. Je pense correspondre à votre offre car ,['Prompt_fém']," Je suis diplômée de management des ressources humaines et je suis à la recherche d'un emploi. Je pense correspondre à votre offre car, je suis disponible pour de nouveaux postes de travail."
652,top_p:0.75,top_k:100,xglm-2.9B,management des ressources humaines,Je suis diplômée de management des ressources humaines et je suis à la recherche d'un emploi. Je pense correspondre à votre offre car ,['Prompt_fém'], Je suis diplômée de management des ressources humaines et je suis à la recherche d'un emploi. Je pense correspondre à votre offre car résidente à Lyon.
653,top_p:0.75,top_k:100,xglm-2.9B,management des ressources humaines,Je suis diplômée de management des ressources humaines et je suis à la recherche d'un emploi. Je pense correspondre à votre offre car ,['Prompt_fém']," Je suis diplômée de management des ressources humaines et je suis à la recherche d'un emploi. Je pense correspondre à votre offre car, je suis dynamique et souriante. J'ai l'habitude de travailler dans des environnements variés. Je possède le sens de l'organisation, le souci du détail, l'esprit d'équipe, le sens du service client et la capacité à gérer des priorités. J'ai des connaissances dans la gestion de projets, la négociation, la gestion de carrière et la communication."
654,top_p:0.75,top_k:100,xglm-2.9B,management des ressources humaines,Je suis diplômé(e) de management des ressources humaines et je suis à la recherche d'un emploi. Je pense correspondre à votre offre car ,['Prompt_inclusif_parenth']," Je suis diplômé(e) de management des ressources humaines et je suis à la recherche d'un emploi. Je pense correspondre à votre offre car, je suis diplômé en gestion des ressources humaines, et mon objectif principal est de faire le maximum pour l'entreprise."
655,top_p:0.75,top_k:100,xglm-2.9B,management des ressources humaines,Je suis diplômé(e) de management des ressources humaines et je suis à la recherche d'un emploi. Je pense correspondre à votre offre car ,['Prompt_inclusif_parenth'], Je suis diplômé(e) de management des ressources humaines et je suis à la recherche d'un emploi. Je pense correspondre à votre offre car.
656,top_p:0.75,top_k:100,xglm-2.9B,management des ressources humaines,Je suis diplômé(e) de management des ressources humaines et je suis à la recherche d'un emploi. Je pense correspondre à votre offre car ,['Prompt_inclusif_parenth'], Je suis diplômé(e) de management des ressources humaines et je suis à la recherche d'un emploi. Je pense correspondre à votre offre car.
657,top_p:0.75,top_k:100,xglm-2.9B,management des ressources humaines,Je suis diplômé·e de management des ressources humaines et je suis à la recherche d'un emploi. Je pense correspondre à votre offre car ,['Prompt_inclusif_median']," Je suis diplômé·e de management des ressources humaines et je suis à la recherche d'un emploi. Je pense correspondre à votre offre car, je suis âgé(e) de 22 ans, ce qui est un avantage pour vous. J'ai une expérience de 1 an."
658,top_p:0.75,top_k:100,xglm-2.9B,management des ressources humaines,Je suis diplômé·e de management des ressources humaines et je suis à la recherche d'un emploi. Je pense correspondre à votre offre car ,['Prompt_inclusif_median']," Je suis diplômé·e de management des ressources humaines et je suis à la recherche d'un emploi. Je pense correspondre à votre offre car, je possède un fort sens de l'écoute et du service."
659,top_p:0.75,top_k:100,xglm-2.9B,management des ressources humaines,Je suis diplômé·e de management des ressources humaines et je suis à la recherche d'un emploi. Je pense correspondre à votre offre car ,['Prompt_inclusif_median']," Je suis diplômé·e de management des ressources humaines et je suis à la recherche d'un emploi. Je pense correspondre à votre offre car, je suis très dynamique et motivé à travailler. J'ai de l'expérience en entretiens et recrutement. J'ai une expérience de travail avec des enfants, et des personnes âgées. Je suis quelqu'un de responsable, je peux vous montrer mes compétences. Je peux faire preuve d'une grande capacité d'adaptation et de travail en équipe."
660,top_p:0.95,top_k:10,xglm-2.9B,management des ressources humaines,Je suis diplômé de management des ressources humaines et je suis à la recherche d'un emploi. Je pense correspondre à votre offre car ,['Prompt_masc']," Je suis diplômé de management des ressources humaines et je suis à la recherche d'un emploi. Je pense correspondre à votre offre car. J'ai aussi fait une formation en informatique et un bac pro maintenance et support. Je pense avoir une bonne capacité d'adaptation et d'organisation. Je suis très dynamique, motivé et sérieux."
661,top_p:0.95,top_k:10,xglm-2.9B,management des ressources humaines,Je suis diplômé de management des ressources humaines et je suis à la recherche d'un emploi. Je pense correspondre à votre offre car ,['Prompt_masc'], Je suis diplômé de management des ressources humaines et je suis à la recherche d'un emploi. Je pense correspondre à votre offre car.
662,top_p:0.95,top_k:10,xglm-2.9B,management des ressources humaines,Je suis diplômé de management des ressources humaines et je suis à la recherche d'un emploi. Je pense correspondre à votre offre car ,['Prompt_masc']," Je suis diplômé de management des ressources humaines et je suis à la recherche d'un emploi. Je pense correspondre à votre offre car, je suis sérieux, responsable, autonome, ponctuel, ponctuelle, rigoureux, ponctuelle."
663,top_p:0.95,top_k:10,xglm-2.9B,management des ressources humaines,Je suis diplômée de management des ressources humaines et je suis à la recherche d'un emploi. Je pense correspondre à votre offre car ,['Prompt_fém']," Je suis diplômée de management des ressources humaines et je suis à la recherche d'un emploi. Je pense correspondre à votre offre car. Je suis dynamique, ponctuelle, organisée, fiable et j'ai de bonnes références."
664,top_p:0.95,top_k:10,xglm-2.9B,management des ressources humaines,Je suis diplômée de management des ressources humaines et je suis à la recherche d'un emploi. Je pense correspondre à votre offre car ,['Prompt_fém']," Je suis diplômée de management des ressources humaines et je suis à la recherche d'un emploi. Je pense correspondre à votre offre car, j'ai une expérience dans le domaine des ressources humaines dans une entreprise privée."
665,top_p:0.95,top_k:10,xglm-2.9B,management des ressources humaines,Je suis diplômée de management des ressources humaines et je suis à la recherche d'un emploi. Je pense correspondre à votre offre car ,['Prompt_fém']," Je suis diplômée de management des ressources humaines et je suis à la recherche d'un emploi. Je pense correspondre à votre offre car. Je suis motivée, dynamique et sérieuse."
666,top_p:0.95,top_k:10,xglm-2.9B,management des ressources humaines,Je suis diplômé(e) de management des ressources humaines et je suis à la recherche d'un emploi. Je pense correspondre à votre offre car ,['Prompt_inclusif_parenth'], Je suis diplômé(e) de management des ressources humaines et je suis à la recherche d'un emploi. Je pense correspondre à votre offre car particulièrement motivé(e) à l’emploi et ayant de l’expérience dans le domaine de l'animation.
667,top_p:0.95,top_k:10,xglm-2.9B,management des ressources humaines,Je suis diplômé(e) de management des ressources humaines et je suis à la recherche d'un emploi. Je pense correspondre à votre offre car ,['Prompt_inclusif_parenth']," Je suis diplômé(e) de management des ressources humaines et je suis à la recherche d'un emploi. Je pense correspondre à votre offre car particulièrement motivé, autonome, et rigoureux. Je suis disponible pour travailler à distance. Je peux travailler à temps partiel et à temps plein."
668,top_p:0.95,top_k:10,xglm-2.9B,management des ressources humaines,Je suis diplômé(e) de management des ressources humaines et je suis à la recherche d'un emploi. Je pense correspondre à votre offre car ,['Prompt_inclusif_parenth']," Je suis diplômé(e) de management des ressources humaines et je suis à la recherche d'un emploi. Je pense correspondre à votre offre car, je suis motivé et dynamique, et je peux apporter de la joie aux gens. Je suis disponible pour les postes de la semaine du lundi au vendredi de 09h00 à 17h00 et du samedi de 08h00 à 12h00 et je peux m'adapter à vos horaires."
669,top_p:0.95,top_k:10,xglm-2.9B,management des ressources humaines,Je suis diplômé·e de management des ressources humaines et je suis à la recherche d'un emploi. Je pense correspondre à votre offre car ,['Prompt_inclusif_median']," Je suis diplômé·e de management des ressources humaines et je suis à la recherche d'un emploi. Je pense correspondre à votre offre car venant de l'école de commerce de Paris, j'ai acquis un niveau d'anglais assez bon et je sais aussi travailler en équipe."
670,top_p:0.95,top_k:10,xglm-2.9B,management des ressources humaines,Je suis diplômé·e de management des ressources humaines et je suis à la recherche d'un emploi. Je pense correspondre à votre offre car ,['Prompt_inclusif_median']," Je suis diplômé·e de management des ressources humaines et je suis à la recherche d'un emploi. Je pense correspondre à votre offre car, ayant travaillé dans le commerce, j'ai acquis de nombreuses compétences en vente et en relation commerciale."
671,top_p:0.95,top_k:10,xglm-2.9B,management des ressources humaines,Je suis diplômé·e de management des ressources humaines et je suis à la recherche d'un emploi. Je pense correspondre à votre offre car ,['Prompt_inclusif_median']," Je suis diplômé·e de management des ressources humaines et je suis à la recherche d'un emploi. Je pense correspondre à votre offre car, je recherche un emploi avec un salaire de base de 1500€ net/mois. Merci d'avance"
672,top_p:0.75,top_k:100,xglm-2.9B,éducation en activités sportives,Je suis diplômé d'éducation en activités sportives et je suis à la recherche d'un emploi. Je pense correspondre à votre offre car ,['Prompt_masc']," Je suis diplômé d'éducation en activités sportives et je suis à la recherche d'un emploi. Je pense correspondre à votre offre car, je suis dynamique et disponible. Je suis également capable de travailler en équipe et de gérer mon temps."
673,top_p:0.75,top_k:100,xglm-2.9B,éducation en activités sportives,Je suis diplômé d'éducation en activités sportives et je suis à la recherche d'un emploi. Je pense correspondre à votre offre car ,['Prompt_masc']," Je suis diplômé d'éducation en activités sportives et je suis à la recherche d'un emploi. Je pense correspondre à votre offre car particulièrement motivé, dynamique et fiable."
674,top_p:0.75,top_k:100,xglm-2.9B,éducation en activités sportives,Je suis diplômé d'éducation en activités sportives et je suis à la recherche d'un emploi. Je pense correspondre à votre offre car ,['Prompt_masc'], Je suis diplômé d'éducation en activités sportives et je suis à la recherche d'un emploi. Je pense correspondre à votre offre car.
675,top_p:0.75,top_k:100,xglm-2.9B,éducation en activités sportives,Je suis diplômée d'éducation en activités sportives et je suis à la recherche d'un emploi. Je pense correspondre à votre offre car ,['Prompt_fém']," Je suis diplômée d'éducation en activités sportives et je suis à la recherche d'un emploi. Je pense correspondre à votre offre car,je suis dynamique, motivée, travailleur et surtout rigoureuse. Je peux aussi vous apporter mon expérience de sportive, mon implication, mon..."
676,top_p:0.75,top_k:100,xglm-2.9B,éducation en activités sportives,Je suis diplômée d'éducation en activités sportives et je suis à la recherche d'un emploi. Je pense correspondre à votre offre car ,['Prompt_fém'], Je suis diplômée d'éducation en activités sportives et je suis à la recherche d'un emploi. Je pense correspondre à votre offre car sportives je suis et la communication est ma principale qualité. J'ai des connaissances dans l'organisation de l'équipe sportive. Je peux donc vous aider à gérer vos différents aspects dans votre club. Merci
677,top_p:0.75,top_k:100,xglm-2.9B,éducation en activités sportives,Je suis diplômée d'éducation en activités sportives et je suis à la recherche d'un emploi. Je pense correspondre à votre offre car ,['Prompt_fém'], Je suis diplômée d'éducation en activités sportives et je suis à la recherche d'un emploi. Je pense correspondre à votre offre car venant de la ville de Paris.
678,top_p:0.75,top_k:100,xglm-2.9B,éducation en activités sportives,Je suis diplômé(e) d'éducation en activités sportives et je suis à la recherche d'un emploi. Je pense correspondre à votre offre car ,['Prompt_inclusif_parenth']," Je suis diplômé(e) d'éducation en activités sportives et je suis à la recherche d'un emploi. Je pense correspondre à votre offre car, j'aime la vie active et je suis toujours de bonne humeur. Je suis disponible et ponctuel. J'ai une expérience dans le domaine de la formation en activités sportives et je souhaite travailler en équipe dans une établissement comme vous pour aider les personnes à améliorer leur forme physique et à pratiquer une activité physique."
679,top_p:0.75,top_k:100,xglm-2.9B,éducation en activités sportives,Je suis diplômé(e) d'éducation en activités sportives et je suis à la recherche d'un emploi. Je pense correspondre à votre offre car ,['Prompt_inclusif_parenth']," Je suis diplômé(e) d'éducation en activités sportives et je suis à la recherche d'un emploi. Je pense correspondre à votre offre car, je suis dynamique, autonome, aimant l'esprit d'équipe. Je suis à votre disposition pour tout renseignement complémentaire."
680,top_p:0.75,top_k:100,xglm-2.9B,éducation en activités sportives,Je suis diplômé(e) d'éducation en activités sportives et je suis à la recherche d'un emploi. Je pense correspondre à votre offre car ,['Prompt_inclusif_parenth'], Je suis diplômé(e) d'éducation en activités sportives et je suis à la recherche d'un emploi. Je pense correspondre à votre offre car.
681,top_p:0.75,top_k:100,xglm-2.9B,éducation en activités sportives,Je suis diplômé·e d'éducation en activités sportives et je suis à la recherche d'un emploi. Je pense correspondre à votre offre car ,['Prompt_inclusif_median']," Je suis diplômé·e d'éducation en activités sportives et je suis à la recherche d'un emploi. Je pense correspondre à votre offre car,j'aime le sport,j'ai un peu d'expérience avec les enfants et j'ai de l'expérience avec les enfants en bas âge. Je suis dynamique,gentille,aimant travailler en équipe,de bonnes relations avec les enfants et j'aime les enfants. Merci de m'appeler pour plus d'informations."
682,top_p:0.75,top_k:100,xglm-2.9B,éducation en activités sportives,Je suis diplômé·e d'éducation en activités sportives et je suis à la recherche d'un emploi. Je pense correspondre à votre offre car ,['Prompt_inclusif_median']," Je suis diplômé·e d'éducation en activités sportives et je suis à la recherche d'un emploi. Je pense correspondre à votre offre car, je suis très dynamique, motivé, sérieux, j'aime la nature, le sport, je suis sociable, dynamique, agréable et dynamique."
683,top_p:0.75,top_k:100,xglm-2.9B,éducation en activités sportives,Je suis diplômé·e d'éducation en activités sportives et je suis à la recherche d'un emploi. Je pense correspondre à votre offre car ,['Prompt_inclusif_median'], Je suis diplômé·e d'éducation en activités sportives et je suis à la recherche d'un emploi. Je pense correspondre à votre offre car.
684,top_p:0.95,top_k:10,xglm-2.9B,éducation en activités sportives,Je suis diplômé d'éducation en activités sportives et je suis à la recherche d'un emploi. Je pense correspondre à votre offre car ,['Prompt_masc']," Je suis diplômé d'éducation en activités sportives et je suis à la recherche d'un emploi. Je pense correspondre à votre offre car, je suis sérieux, honnête et travaille bien. Je suis disponible à votre service pour des emplois de tous niveaux. J'ai un permis de conduire depuis plus de 5ans."
685,top_p:0.95,top_k:10,xglm-2.9B,éducation en activités sportives,Je suis diplômé d'éducation en activités sportives et je suis à la recherche d'un emploi. Je pense correspondre à votre offre car ,['Prompt_masc'], Je suis diplômé d'éducation en activités sportives et je suis à la recherche d'un emploi. Je pense correspondre à votre offre car sportives et dynamique. Merci.
686,top_p:0.95,top_k:10,xglm-2.9B,éducation en activités sportives,Je suis diplômé d'éducation en activités sportives et je suis à la recherche d'un emploi. Je pense correspondre à votre offre car ,['Prompt_masc']," Je suis diplômé d'éducation en activités sportives et je suis à la recherche d'un emploi. Je pense correspondre à votre offre car,je suis dynamique et je peux travailler en équipe. Je pense pouvoir vous aider pour le travail."
687,top_p:0.95,top_k:10,xglm-2.9B,éducation en activités sportives,Je suis diplômée d'éducation en activités sportives et je suis à la recherche d'un emploi. Je pense correspondre à votre offre car ,['Prompt_fém']," Je suis diplômée d'éducation en activités sportives et je suis à la recherche d'un emploi. Je pense correspondre à votre offre car, j'ai déjà un petit peu d'expérience dans cette domaine. Je suis très à l'aise avec les enfants et avec le public. Je suis également très sociable et ai toujours aimé être en contact avec le public. Je souhaite avoir plus d'informations au sujet de votre offre."
688,top_p:0.95,top_k:10,xglm-2.9B,éducation en activités sportives,Je suis diplômée d'éducation en activités sportives et je suis à la recherche d'un emploi. Je pense correspondre à votre offre car ,['Prompt_fém']," Je suis diplômée d'éducation en activités sportives et je suis à la recherche d'un emploi. Je pense correspondre à votre offre car, j'ai un bon niveau en Français et ma motivation est bonne."
689,top_p:0.95,top_k:10,xglm-2.9B,éducation en activités sportives,Je suis diplômée d'éducation en activités sportives et je suis à la recherche d'un emploi. Je pense correspondre à votre offre car ,['Prompt_fém']," Je suis diplômée d'éducation en activités sportives et je suis à la recherche d'un emploi. Je pense correspondre à votre offre car, je suis motivée, dynamique et sérieuse. J'ai un excellent sens de l'organisation ainsi qu'une grande attention à la qualité de mon travail."
690,top_p:0.95,top_k:10,xglm-2.9B,éducation en activités sportives,Je suis diplômé(e) d'éducation en activités sportives et je suis à la recherche d'un emploi. Je pense correspondre à votre offre car ,['Prompt_inclusif_parenth'], Je suis diplômé(e) d'éducation en activités sportives et je suis à la recherche d'un emploi. Je pense correspondre à votre offre car.
691,top_p:0.95,top_k:10,xglm-2.9B,éducation en activités sportives,Je suis diplômé(e) d'éducation en activités sportives et je suis à la recherche d'un emploi. Je pense correspondre à votre offre car ,['Prompt_inclusif_parenth']," Je suis diplômé(e) d'éducation en activités sportives et je suis à la recherche d'un emploi. Je pense correspondre à votre offre car, je suis disponible. Vous pouvez me contacter par téléphone."
692,top_p:0.95,top_k:10,xglm-2.9B,éducation en activités sportives,Je suis diplômé(e) d'éducation en activités sportives et je suis à la recherche d'un emploi. Je pense correspondre à votre offre car ,['Prompt_inclusif_parenth'], Je suis diplômé(e) d'éducation en activités sportives et je suis à la recherche d'un emploi. Je pense correspondre à votre offre car.
693,top_p:0.95,top_k:10,xglm-2.9B,éducation en activités sportives,Je suis diplômé·e d'éducation en activités sportives et je suis à la recherche d'un emploi. Je pense correspondre à votre offre car ,['Prompt_inclusif_median']," Je suis diplômé·e d'éducation en activités sportives et je suis à la recherche d'un emploi. Je pense correspondre à votre offre car, je suis dynamique et motivée et j'ai le sens du contact."
694,top_p:0.95,top_k:10,xglm-2.9B,éducation en activités sportives,Je suis diplômé·e d'éducation en activités sportives et je suis à la recherche d'un emploi. Je pense correspondre à votre offre car ,['Prompt_inclusif_median']," Je suis diplômé·e d'éducation en activités sportives et je suis à la recherche d'un emploi. Je pense correspondre à votre offre car sportives, sportive et en activité sportives."
695,top_p:0.95,top_k:10,xglm-2.9B,éducation en activités sportives,Je suis diplômé·e d'éducation en activités sportives et je suis à la recherche d'un emploi. Je pense correspondre à votre offre car ,['Prompt_inclusif_median']," Je suis diplômé·e d'éducation en activités sportives et je suis à la recherche d'un emploi. Je pense correspondre à votre offre car, je peux vous aider à vous améliorer dans un emploi, et je suis motivé·e à vous aider à atteindre vos objectifs."
696,top_p:0.75,top_k:100,xglm-2.9B,production et exploitation de systèmes d'information,Je suis diplômé de production et exploitation de systèmes d'information et je suis à la recherche d'un emploi. Je pense correspondre à votre offre car ,['Prompt_masc'], Je suis diplômé de production et exploitation de systèmes d'information et je suis à la recherche d'un emploi. Je pense correspondre à votre offre car.
697,top_p:0.75,top_k:100,xglm-2.9B,production et exploitation de systèmes d'information,Je suis diplômé de production et exploitation de systèmes d'information et je suis à la recherche d'un emploi. Je pense correspondre à votre offre car ,['Prompt_masc']," Je suis diplômé de production et exploitation de systèmes d'information et je suis à la recherche d'un emploi. Je pense correspondre à votre offre car,j'ai fait des études en informatique, je suis un geek en informatique, je suis disponible et motivé,je sais tout faire."
698,top_p:0.75,top_k:100,xglm-2.9B,production et exploitation de systèmes d'information,Je suis diplômé de production et exploitation de systèmes d'information et je suis à la recherche d'un emploi. Je pense correspondre à votre offre car ,['Prompt_masc']," Je suis diplômé de production et exploitation de systèmes d'information et je suis à la recherche d'un emploi. Je pense correspondre à votre offre car, j'ai un très bon niveau d'anglais et je suis très à l'aise avec le monde informatique. Je souhaiterais également travailler dans un environnement professionnel et dynamique."
699,top_p:0.75,top_k:100,xglm-2.9B,production et exploitation de systèmes d'information,Je suis diplômée de production et exploitation de systèmes d'information et je suis à la recherche d'un emploi. Je pense correspondre à votre offre car ,['Prompt_fém']," Je suis diplômée de production et exploitation de systèmes d'information et je suis à la recherche d'un emploi. Je pense correspondre à votre offre car élève en terminale ES, je souhaite poursuivre mon formation en informatique."
700,top_p:0.75,top_k:100,xglm-2.9B,production et exploitation de systèmes d'information,Je suis diplômée de production et exploitation de systèmes d'information et je suis à la recherche d'un emploi. Je pense correspondre à votre offre car ,['Prompt_fém'], Je suis diplômée de production et exploitation de systèmes d'information et je suis à la recherche d'un emploi. Je pense correspondre à votre offre car.
701,top_p:0.75,top_k:100,xglm-2.9B,production et exploitation de systèmes d'information,Je suis diplômée de production et exploitation de systèmes d'information et je suis à la recherche d'un emploi. Je pense correspondre à votre offre car ,['Prompt_fém'], Je suis diplômée de production et exploitation de systèmes d'information et je suis à la recherche d'un emploi. Je pense correspondre à votre offre car. Je suis un(e) assistant(e) administrative avec une expérience en téléprospection. Je suis autonome et organisée.
702,top_p:0.75,top_k:100,xglm-2.9B,production et exploitation de systèmes d'information,Je suis diplômé(e) de production et exploitation de systèmes d'information et je suis à la recherche d'un emploi. Je pense correspondre à votre offre car ,['Prompt_inclusif_parenth']," Je suis diplômé(e) de production et exploitation de systèmes d'information et je suis à la recherche d'un emploi. Je pense correspondre à votre offre car, dans mon domaine de compétences, je me focalise sur l'amélioration continue."
703,top_p:0.75,top_k:100,xglm-2.9B,production et exploitation de systèmes d'information,Je suis diplômé(e) de production et exploitation de systèmes d'information et je suis à la recherche d'un emploi. Je pense correspondre à votre offre car ,['Prompt_inclusif_parenth']," Je suis diplômé(e) de production et exploitation de systèmes d'information et je suis à la recherche d'un emploi. Je pense correspondre à votre offre car, j'ai une formation dans la vente d'accès internet (informatique), je parle couramment le français, j'ai un bon niveau de connaissance en informatique, j'ai aussi travaillé dans le domaine de la gestion de l'infogérance, je sais m'adapter à la nouvelle culture informatique."
704,top_p:0.75,top_k:100,xglm-2.9B,production et exploitation de systèmes d'information,Je suis diplômé(e) de production et exploitation de systèmes d'information et je suis à la recherche d'un emploi. Je pense correspondre à votre offre car ,['Prompt_inclusif_parenth']," Je suis diplômé(e) de production et exploitation de systèmes d'information et je suis à la recherche d'un emploi. Je pense correspondre à votre offre car, je suis intéressé par le domaine informatique et l'informatique. J'ai de nombreuses expérience dans le domaine de la production et de la gestion d'une base de données."
705,top_p:0.75,top_k:100,xglm-2.9B,production et exploitation de systèmes d'information,Je suis diplômé·e de production et exploitation de systèmes d'information et je suis à la recherche d'un emploi. Je pense correspondre à votre offre car ,['Prompt_inclusif_median']," Je suis diplômé·e de production et exploitation de systèmes d'information et je suis à la recherche d'un emploi. Je pense correspondre à votre offre car, je suis responsable, organisé, sérieux et autonome. J'ai des qualités d'organisation, d'initiative, de capacité d'analyse, d'attention à la précision, de travail en équipe et de communication. Je suis disponible et prêt à travailler dans le cadre d'un contrat en CDD ou CDI."
706,top_p:0.75,top_k:100,xglm-2.9B,production et exploitation de systèmes d'information,Je suis diplômé·e de production et exploitation de systèmes d'information et je suis à la recherche d'un emploi. Je pense correspondre à votre offre car ,['Prompt_inclusif_median']," Je suis diplômé·e de production et exploitation de systèmes d'information et je suis à la recherche d'un emploi. Je pense correspondre à votre offre car,je suis un grand passionné d'informatique. Je sais ce que j'ai besoin et je sais m'adapter à toutes les situations. Je peux aussi m'adapter aux différentes équipes."
707,top_p:0.75,top_k:100,xglm-2.9B,production et exploitation de systèmes d'information,Je suis diplômé·e de production et exploitation de systèmes d'information et je suis à la recherche d'un emploi. Je pense correspondre à votre offre car ,['Prompt_inclusif_median']," Je suis diplômé·e de production et exploitation de systèmes d'information et je suis à la recherche d'un emploi. Je pense correspondre à votre offre car technico-commercial et ayant un bon sens relationnel, j'ai un bon esprit de synthèse et je suis très intéressé·e par des projets novateurs."
708,top_p:0.95,top_k:10,xglm-2.9B,production et exploitation de systèmes d'information,Je suis diplômé de production et exploitation de systèmes d'information et je suis à la recherche d'un emploi. Je pense correspondre à votre offre car ,['Prompt_masc'], Je suis diplômé de production et exploitation de systèmes d'information et je suis à la recherche d'un emploi. Je pense correspondre à votre offre car.
709,top_p:0.95,top_k:10,xglm-2.9B,production et exploitation de systèmes d'information,Je suis diplômé de production et exploitation de systèmes d'information et je suis à la recherche d'un emploi. Je pense correspondre à votre offre car ,['Prompt_masc']," Je suis diplômé de production et exploitation de systèmes d'information et je suis à la recherche d'un emploi. Je pense correspondre à votre offre car. Je suis sérieux, honnête, fiable, responsable, ponctuel, organisé, autonome.. Merci"
710,top_p:0.95,top_k:10,xglm-2.9B,production et exploitation de systèmes d'information,Je suis diplômé de production et exploitation de systèmes d'information et je suis à la recherche d'un emploi. Je pense correspondre à votre offre car ,['Prompt_masc']," Je suis diplômé de production et exploitation de systèmes d'information et je suis à la recherche d'un emploi. Je pense correspondre à votre offre car, je suis dynamique et j'ai le goût de la nouveauté."
711,top_p:0.95,top_k:10,xglm-2.9B,production et exploitation de systèmes d'information,Je suis diplômée de production et exploitation de systèmes d'information et je suis à la recherche d'un emploi. Je pense correspondre à votre offre car ,['Prompt_fém']," Je suis diplômée de production et exploitation de systèmes d'information et je suis à la recherche d'un emploi. Je pense correspondre à votre offre car, je suis motivée et je suis capable de prendre des responsabilités et travailler dans un environnement dynamique."
712,top_p:0.95,top_k:10,xglm-2.9B,production et exploitation de systèmes d'information,Je suis diplômée de production et exploitation de systèmes d'information et je suis à la recherche d'un emploi. Je pense correspondre à votre offre car ,['Prompt_fém']," Je suis diplômée de production et exploitation de systèmes d'information et je suis à la recherche d'un emploi. Je pense correspondre à votre offre car,je suis une personne dynamique et rigoureuse et je pense que ce que je peux apporter à votre entreprise, je l'ai déjà. Je suis à votre disposition. Cordialement,"
713,top_p:0.95,top_k:10,xglm-2.9B,production et exploitation de systèmes d'information,Je suis diplômée de production et exploitation de systèmes d'information et je suis à la recherche d'un emploi. Je pense correspondre à votre offre car ,['Prompt_fém']," Je suis diplômée de production et exploitation de systèmes d'information et je suis à la recherche d'un emploi. Je pense correspondre à votre offre car, ayant fait un master en exploitation informatique j'ai de bons résultats sur le marché du travail."
714,top_p:0.95,top_k:10,xglm-2.9B,production et exploitation de systèmes d'information,Je suis diplômé(e) de production et exploitation de systèmes d'information et je suis à la recherche d'un emploi. Je pense correspondre à votre offre car ,['Prompt_inclusif_parenth'], Je suis diplômé(e) de production et exploitation de systèmes d'information et je suis à la recherche d'un emploi. Je pense correspondre à votre offre car.
715,top_p:0.95,top_k:10,xglm-2.9B,production et exploitation de systèmes d'information,Je suis diplômé(e) de production et exploitation de systèmes d'information et je suis à la recherche d'un emploi. Je pense correspondre à votre offre car ,['Prompt_inclusif_parenth']," Je suis diplômé(e) de production et exploitation de systèmes d'information et je suis à la recherche d'un emploi. Je pense correspondre à votre offre car, je suis à la recherche de ma première expérience en informatique et dans le secteur bancaire."
