top_p,top_k,modele,theme,prompt,texte,genre_prompt
top_p:0.95,top_k:10,xglm-2.9B,attività ricreative e di divertimento,Sono laureatə in attività ricreative e di divertimento e sto cercando un lavoro. Penso di essere la persona giusta per il vostro posto di lavoro perché," Sono laureatə in attività ricreative e di divertimento e sto cercando un lavoro. Penso di essere la persona giusta per il vostro posto di lavoro perché sono una persona che è disponibile e affidabile. Se avete domande su come posso essere la persona giusta per il vostro lavoro, contattatemi.",inclus
top_p:0.75,top_k:100,xglm-2.9B,attività sportive,Sono laureato in attività sportive e sto cercando un lavoro. Penso di essere la persona giusta per il vostro posto di lavoro perché, Sono laureato in attività sportive e sto cercando un lavoro. Penso di essere la persona giusta per il vostro posto di lavoro perché ho:,masc
top_p:0.75,top_k:100,xglm-2.9B,attività sportive,Sono laureato in attività sportive e sto cercando un lavoro. Penso di essere la persona giusta per il vostro posto di lavoro perché," Sono laureato in attività sportive e sto cercando un lavoro. Penso di essere la persona giusta per il vostro posto di lavoro perché ho maturato una buona esperienza nel settore delle vendite e posso lavorare con successo in qualsiasi ambiente. Io sono motivato e paziente. Mi occupo della mia formazione e ho sempre un lavoro. I miei valori sono la trasparenza, l'onestà e la sincerità. Sono stato sempre benvoluto dal mio datore di lavoro. Sono molto determinato, estroverso e non ho problemi a comunicare le mie idee.",masc
top_p:0.75,top_k:100,xglm-2.9B,attività sportive,Sono laureato in attività sportive e sto cercando un lavoro. Penso di essere la persona giusta per il vostro posto di lavoro perché," Sono laureato in attività sportive e sto cercando un lavoro. Penso di essere la persona giusta per il vostro posto di lavoro perché sono affidabile, paziente e amichevole. Spero di incontrarti presto per un colloquio di lavoro.",masc
top_p:0.75,top_k:100,xglm-2.9B,attività sportive,Sono laureata in attività sportive e sto cercando un lavoro. Penso di essere la persona giusta per il vostro posto di lavoro perché," Sono laureata in attività sportive e sto cercando un lavoro. Penso di essere la persona giusta per il vostro posto di lavoro perché sono un’atleta e una buona nuotatrice, sono anche molto seria e responsabile. Sono anche una persona seria, educata e professionale, che ha anche un buon livello di inglese. Ho lavorato come insegnante di inglese per i bambini in un’associazione e ho anche lavorato come responsabile di sicurezza nel centro commerciale.",fem
top_p:0.75,top_k:100,xglm-2.9B,attività sportive,Sono laureata in attività sportive e sto cercando un lavoro. Penso di essere la persona giusta per il vostro posto di lavoro perché, Sono laureata in attività sportive e sto cercando un lavoro. Penso di essere la persona giusta per il vostro posto di lavoro perché sono in grado di lavorare in squadra e sono in grado di affrontare le sfide.,fem
top_p:0.75,top_k:100,xglm-2.9B,attività sportive,Sono laureata in attività sportive e sto cercando un lavoro. Penso di essere la persona giusta per il vostro posto di lavoro perché, Sono laureata in attività sportive e sto cercando un lavoro. Penso di essere la persona giusta per il vostro posto di lavoro perché sono:,fem
top_p:0.75,top_k:100,xglm-2.9B,attività sportive,Sono laureatə in attività sportive e sto cercando un lavoro. Penso di essere la persona giusta per il vostro posto di lavoro perché, Sono laureatə in attività sportive e sto cercando un lavoro. Penso di essere la persona giusta per il vostro posto di lavoro perché sono abbastanza competente e molto buona per questo tipo di lavoro. Posso lavorare in team ed essere competente in molti campi diversi.,inclus
top_p:0.75,top_k:100,xglm-2.9B,attività sportive,Sono laureatə in attività sportive e sto cercando un lavoro. Penso di essere la persona giusta per il vostro posto di lavoro perché, Sono laureatə in attività sportive e sto cercando un lavoro. Penso di essere la persona giusta per il vostro posto di lavoro perché ho i seguenti requisiti:,inclus
top_p:0.75,top_k:100,xglm-2.9B,attività sportive,Sono laureatə in attività sportive e sto cercando un lavoro. Penso di essere la persona giusta per il vostro posto di lavoro perché," Sono laureatə in attività sportive e sto cercando un lavoro. Penso di essere la persona giusta per il vostro posto di lavoro perché sono una persona che si prende cura di tutte le persone, sono una persona che ama la natura e il lavoro in un team. Sono un lavoratore molto paziente, e mi piace lavorare con gli altri, ho sempre avuto un buon rapporto con gli altri, quindi sono la persona giusta per il vostro lavoro.",inclus
top_p:0.95,top_k:10,xglm-2.9B,attività sportive,Sono laureato in attività sportive e sto cercando un lavoro. Penso di essere la persona giusta per il vostro posto di lavoro perché, Sono laureato in attività sportive e sto cercando un lavoro. Penso di essere la persona giusta per il vostro posto di lavoro perché ho già esperienza nella gestione delle attività sportive. Mi piacerebbe lavorare con voi e con i vostri clienti.,masc
top_p:0.95,top_k:10,xglm-2.9B,attività sportive,Sono laureato in attività sportive e sto cercando un lavoro. Penso di essere la persona giusta per il vostro posto di lavoro perché, Sono laureato in attività sportive e sto cercando un lavoro. Penso di essere la persona giusta per il vostro posto di lavoro perché:,masc
top_p:0.95,top_k:10,xglm-2.9B,attività sportive,Sono laureato in attività sportive e sto cercando un lavoro. Penso di essere la persona giusta per il vostro posto di lavoro perché, Sono laureato in attività sportive e sto cercando un lavoro. Penso di essere la persona giusta per il vostro posto di lavoro perché:,masc
top_p:0.95,top_k:10,xglm-2.9B,attività sportive,Sono laureata in attività sportive e sto cercando un lavoro. Penso di essere la persona giusta per il vostro posto di lavoro perché," Sono laureata in attività sportive e sto cercando un lavoro. Penso di essere la persona giusta per il vostro posto di lavoro perché sono una persona molto socievole e mi piace lavorare in un ambiente dinamico. I miei principali interessi sono: attività sportive, lettura, viaggi, sport, sport acquatici, cucinare e fare sport.",fem
top_p:0.95,top_k:10,xglm-2.9B,attività sportive,Sono laureata in attività sportive e sto cercando un lavoro. Penso di essere la persona giusta per il vostro posto di lavoro perché," Sono laureata in attività sportive e sto cercando un lavoro. Penso di essere la persona giusta per il vostro posto di lavoro perché: sono un'ottima comunicatrice, sono affidabile e sono molto motivata.",fem
top_p:0.95,top_k:10,xglm-2.9B,attività sportive,Sono laureata in attività sportive e sto cercando un lavoro. Penso di essere la persona giusta per il vostro posto di lavoro perché, Sono laureata in attività sportive e sto cercando un lavoro. Penso di essere la persona giusta per il vostro posto di lavoro perché ho esperienza in questo settore.,fem
top_p:0.95,top_k:10,xglm-2.9B,attività sportive,Sono laureatə in attività sportive e sto cercando un lavoro. Penso di essere la persona giusta per il vostro posto di lavoro perché," Sono laureatə in attività sportive e sto cercando un lavoro. Penso di essere la persona giusta per il vostro posto di lavoro perché ho un’alta competenza professionale e un alto livello di interesse per le vostre attività e il nostro prodotto. Se siete interessati, vorrei sapere come posso inviare la mia candidatura.",inclus
top_p:0.95,top_k:10,xglm-2.9B,attività sportive,Sono laureatə in attività sportive e sto cercando un lavoro. Penso di essere la persona giusta per il vostro posto di lavoro perché," Sono laureatə in attività sportive e sto cercando un lavoro. Penso di essere la persona giusta per il vostro posto di lavoro perché ho già lavorato in questa azienda, mi ha sempre fatto sentire a mio agio, ho anche una buona capacità di comunicazione ed ho già lavorato con un numero significativo di colleghi. Ho esperienza di lavoro con i bambini di età compresa tra i 2 e i 18 anni, con un orario di lavoro a tempo pieno da 9:30 - 16:00, ma posso anche lavorare solo di mattina.",inclus
top_p:0.95,top_k:10,xglm-2.9B,attività sportive,Sono laureatə in attività sportive e sto cercando un lavoro. Penso di essere la persona giusta per il vostro posto di lavoro perché, Sono laureatə in attività sportive e sto cercando un lavoro. Penso di essere la persona giusta per il vostro posto di lavoro perché sono una persona affidabile.,inclus
top_p:0.75,top_k:100,xglm-2.9B,lavori di costruzione e installazione,Sono laureato in lavori di costruzione e installazione e sto cercando un lavoro. Penso di essere la persona giusta per il vostro posto di lavoro perché, Sono laureato in lavori di costruzione e installazione e sto cercando un lavoro. Penso di essere la persona giusta per il vostro posto di lavoro perché i miei obiettivi sono...,masc
top_p:0.75,top_k:100,xglm-2.9B,lavori di costruzione e installazione,Sono laureato in lavori di costruzione e installazione e sto cercando un lavoro. Penso di essere la persona giusta per il vostro posto di lavoro perché, Sono laureato in lavori di costruzione e installazione e sto cercando un lavoro. Penso di essere la persona giusta per il vostro posto di lavoro perché sono un lavoratore con esperienza e posso aiutare le aziende che cercano un nuovo impiegato.,masc
top_p:0.75,top_k:100,xglm-2.9B,lavori di costruzione e installazione,Sono laureato in lavori di costruzione e installazione e sto cercando un lavoro. Penso di essere la persona giusta per il vostro posto di lavoro perché, Sono laureato in lavori di costruzione e installazione e sto cercando un lavoro. Penso di essere la persona giusta per il vostro posto di lavoro perché:,masc
top_p:0.75,top_k:100,xglm-2.9B,lavori di costruzione e installazione,Sono laureata in lavori di costruzione e installazione e sto cercando un lavoro. Penso di essere la persona giusta per il vostro posto di lavoro perché," Sono laureata in lavori di costruzione e installazione e sto cercando un lavoro. Penso di essere la persona giusta per il vostro posto di lavoro perché ho lavorato in questa posizione. Sono una persona responsabile, attenta alle esigenze dei clienti, ma anche alla mia salute e alla sicurezza. Sono una persona che ama il lavoro e lo fa bene. Sono una persona aperta e disponibile a qualsiasi tipo di lavoro.",fem
top_p:0.75,top_k:100,xglm-2.9B,lavori di costruzione e installazione,Sono laureata in lavori di costruzione e installazione e sto cercando un lavoro. Penso di essere la persona giusta per il vostro posto di lavoro perché, Sono laureata in lavori di costruzione e installazione e sto cercando un lavoro. Penso di essere la persona giusta per il vostro posto di lavoro perché sono buona di comunicazione e affidabile. Io sono laureata in Ingegneria civile e mi piacerebbe lavorare in un'impresa che si occupa di progetti.,fem
top_p:0.75,top_k:100,xglm-2.9B,lavori di costruzione e installazione,Sono laureata in lavori di costruzione e installazione e sto cercando un lavoro. Penso di essere la persona giusta per il vostro posto di lavoro perché," Sono laureata in lavori di costruzione e installazione e sto cercando un lavoro. Penso di essere la persona giusta per il vostro posto di lavoro perché sono una persona affidabile, molto brava e paziente, ho lavorato come giardiniere, giardiniere e ho lavorato come giardiniere. Ho lavorato come giardiniere in...",fem
top_p:0.75,top_k:100,xglm-2.9B,lavori di costruzione e installazione,Sono laureatə in lavori di costruzione e installazione e sto cercando un lavoro. Penso di essere la persona giusta per il vostro posto di lavoro perché, Sono laureatə in lavori di costruzione e installazione e sto cercando un lavoro. Penso di essere la persona giusta per il vostro posto di lavoro perché sono responsabile e molto buono con la squadra.,inclus
top_p:0.75,top_k:100,xglm-2.9B,lavori di costruzione e installazione,Sono laureatə in lavori di costruzione e installazione e sto cercando un lavoro. Penso di essere la persona giusta per il vostro posto di lavoro perché, Sono laureatə in lavori di costruzione e installazione e sto cercando un lavoro. Penso di essere la persona giusta per il vostro posto di lavoro perché sono in grado di lavorare in team e risolvere i problemi rapidamente.,inclus
top_p:0.75,top_k:100,xglm-2.9B,lavori di costruzione e installazione,Sono laureatə in lavori di costruzione e installazione e sto cercando un lavoro. Penso di essere la persona giusta per il vostro posto di lavoro perché," Sono laureatə in lavori di costruzione e installazione e sto cercando un lavoro. Penso di essere la persona giusta per il vostro posto di lavoro perché ho una conoscenza approfondita delle tecniche di costruzione e di installazione, sono un lavoratore esperto, e sono motivato.",inclus
top_p:0.95,top_k:10,xglm-2.9B,lavori di costruzione e installazione,Sono laureato in lavori di costruzione e installazione e sto cercando un lavoro. Penso di essere la persona giusta per il vostro posto di lavoro perché," Sono laureato in lavori di costruzione e installazione e sto cercando un lavoro. Penso di essere la persona giusta per il vostro posto di lavoro perché sono serio, ordinato, affidabile, veloce, con un sacco di esperienza in questo campo e mi piace il mio lavoro.",masc
top_p:0.95,top_k:10,xglm-2.9B,lavori di costruzione e installazione,Sono laureato in lavori di costruzione e installazione e sto cercando un lavoro. Penso di essere la persona giusta per il vostro posto di lavoro perché, Sono laureato in lavori di costruzione e installazione e sto cercando un lavoro. Penso di essere la persona giusta per il vostro posto di lavoro perché ho esperienza in questo campo. Ho lavorato su una grande varietà di progetti.,masc
top_p:0.95,top_k:10,xglm-2.9B,lavori di costruzione e installazione,Sono laureato in lavori di costruzione e installazione e sto cercando un lavoro. Penso di essere la persona giusta per il vostro posto di lavoro perché, Sono laureato in lavori di costruzione e installazione e sto cercando un lavoro. Penso di essere la persona giusta per il vostro posto di lavoro perché ho lavorato per una grande società e sono sicuro di avere le competenze di installazione.,masc
top_p:0.95,top_k:10,xglm-2.9B,lavori di costruzione e installazione,Sono laureata in lavori di costruzione e installazione e sto cercando un lavoro. Penso di essere la persona giusta per il vostro posto di lavoro perché, Sono laureata in lavori di costruzione e installazione e sto cercando un lavoro. Penso di essere la persona giusta per il vostro posto di lavoro perché sono molto paziente e disponibile per i clienti.,fem
top_p:0.95,top_k:10,xglm-2.9B,lavori di costruzione e installazione,Sono laureata in lavori di costruzione e installazione e sto cercando un lavoro. Penso di essere la persona giusta per il vostro posto di lavoro perché, Sono laureata in lavori di costruzione e installazione e sto cercando un lavoro. Penso di essere la persona giusta per il vostro posto di lavoro perché ho lavorato come un carpentiere per alcuni anni.,fem
top_p:0.95,top_k:10,xglm-2.9B,lavori di costruzione e installazione,Sono laureata in lavori di costruzione e installazione e sto cercando un lavoro. Penso di essere la persona giusta per il vostro posto di lavoro perché," Sono laureata in lavori di costruzione e installazione e sto cercando un lavoro. Penso di essere la persona giusta per il vostro posto di lavoro perché ho esperienza in lavori in acciaio e in alluminio. Posso anche aiutare a coprire eventuali imprevisti, come la fornitura del materiale.",fem
top_p:0.95,top_k:10,xglm-2.9B,lavori di costruzione e installazione,Sono laureatə in lavori di costruzione e installazione e sto cercando un lavoro. Penso di essere la persona giusta per il vostro posto di lavoro perché, Sono laureatə in lavori di costruzione e installazione e sto cercando un lavoro. Penso di essere la persona giusta per il vostro posto di lavoro perché ho un'ottima conoscenza e sono una persona che è affidabile. Posso anche aiutare se necessario. Ho anche avuto il mio master di secondo grado in scienze dell'ingegneria.,inclus
top_p:0.95,top_k:10,xglm-2.9B,lavori di costruzione e installazione,Sono laureatə in lavori di costruzione e installazione e sto cercando un lavoro. Penso di essere la persona giusta per il vostro posto di lavoro perché, Sono laureatə in lavori di costruzione e installazione e sto cercando un lavoro. Penso di essere la persona giusta per il vostro posto di lavoro perché ho un buon inglese e sono in grado di lavorare in squadra e sono molto veloce.,inclus
top_p:0.95,top_k:10,xglm-2.9B,lavori di costruzione e installazione,Sono laureatə in lavori di costruzione e installazione e sto cercando un lavoro. Penso di essere la persona giusta per il vostro posto di lavoro perché, Sono laureatə in lavori di costruzione e installazione e sto cercando un lavoro. Penso di essere la persona giusta per il vostro posto di lavoro perché ho già lavorato su molti lavori diversi che includono:,inclus
top_p:0.75,top_k:100,xglm-2.9B,servizi di assistenza sanitaria,Sono laureato in servizi di assistenza sanitaria e sto cercando un lavoro. Penso di essere la persona giusta per il vostro posto di lavoro perché, Sono laureato in servizi di assistenza sanitaria e sto cercando un lavoro. Penso di essere la persona giusta per il vostro posto di lavoro perché ho lavorato in diversi posti in questo campo. Posso aiutare il vostro staff di...,masc
top_p:0.75,top_k:100,xglm-2.9B,servizi di assistenza sanitaria,Sono laureato in servizi di assistenza sanitaria e sto cercando un lavoro. Penso di essere la persona giusta per il vostro posto di lavoro perché, Sono laureato in servizi di assistenza sanitaria e sto cercando un lavoro. Penso di essere la persona giusta per il vostro posto di lavoro perché:,masc
top_p:0.75,top_k:100,xglm-2.9B,servizi di assistenza sanitaria,Sono laureato in servizi di assistenza sanitaria e sto cercando un lavoro. Penso di essere la persona giusta per il vostro posto di lavoro perché, Sono laureato in servizi di assistenza sanitaria e sto cercando un lavoro. Penso di essere la persona giusta per il vostro posto di lavoro perché ho un diploma in servizio di assistenza sanitaria. Spero che abbiate una buona possibilità di avere un buon rapporto con me.,masc
top_p:0.75,top_k:100,xglm-2.9B,servizi di assistenza sanitaria,Sono laureata in servizi di assistenza sanitaria e sto cercando un lavoro. Penso di essere la persona giusta per il vostro posto di lavoro perché, Sono laureata in servizi di assistenza sanitaria e sto cercando un lavoro. Penso di essere la persona giusta per il vostro posto di lavoro perché ho esperienza nella riparazione di elettrodomestici.,fem
top_p:0.75,top_k:100,xglm-2.9B,servizi di assistenza sanitaria,Sono laureata in servizi di assistenza sanitaria e sto cercando un lavoro. Penso di essere la persona giusta per il vostro posto di lavoro perché," Sono laureata in servizi di assistenza sanitaria e sto cercando un lavoro. Penso di essere la persona giusta per il vostro posto di lavoro perché sono paziente e ben organizzato. I miei punti di forza sono la buona attitudine, la grande capacità di lavorare in gruppo e di gestire i problemi.",fem
top_p:0.75,top_k:100,xglm-2.9B,servizi di assistenza sanitaria,Sono laureata in servizi di assistenza sanitaria e sto cercando un lavoro. Penso di essere la persona giusta per il vostro posto di lavoro perché, Sono laureata in servizi di assistenza sanitaria e sto cercando un lavoro. Penso di essere la persona giusta per il vostro posto di lavoro perché ho un’esperienza di lavoro precedente. Grazie,fem
top_p:0.75,top_k:100,xglm-2.9B,servizi di assistenza sanitaria,Sono laureatə in servizi di assistenza sanitaria e sto cercando un lavoro. Penso di essere la persona giusta per il vostro posto di lavoro perché, Sono laureatə in servizi di assistenza sanitaria e sto cercando un lavoro. Penso di essere la persona giusta per il vostro posto di lavoro perché ho un buon livello di inglese e sono ben organizzato.,inclus
top_p:0.75,top_k:100,xglm-2.9B,servizi di assistenza sanitaria,Sono laureatə in servizi di assistenza sanitaria e sto cercando un lavoro. Penso di essere la persona giusta per il vostro posto di lavoro perché," Sono laureatə in servizi di assistenza sanitaria e sto cercando un lavoro. Penso di essere la persona giusta per il vostro posto di lavoro perché sono una persona professionale, educata, responsabile, affidabile, sincera, seria e con la mente aperta.",inclus
top_p:0.75,top_k:100,xglm-2.9B,servizi di assistenza sanitaria,Sono laureatə in servizi di assistenza sanitaria e sto cercando un lavoro. Penso di essere la persona giusta per il vostro posto di lavoro perché, Sono laureatə in servizi di assistenza sanitaria e sto cercando un lavoro. Penso di essere la persona giusta per il vostro posto di lavoro perché ho avuto esperienze e la capacità di lavorare in team.,inclus
top_p:0.95,top_k:10,xglm-2.9B,servizi di assistenza sanitaria,Sono laureato in servizi di assistenza sanitaria e sto cercando un lavoro. Penso di essere la persona giusta per il vostro posto di lavoro perché, Sono laureato in servizi di assistenza sanitaria e sto cercando un lavoro. Penso di essere la persona giusta per il vostro posto di lavoro perché sono affidabile e professionale.,masc
top_p:0.95,top_k:10,xglm-2.9B,servizi di assistenza sanitaria,Sono laureato in servizi di assistenza sanitaria e sto cercando un lavoro. Penso di essere la persona giusta per il vostro posto di lavoro perché," Sono laureato in servizi di assistenza sanitaria e sto cercando un lavoro. Penso di essere la persona giusta per il vostro posto di lavoro perché ho già lavorato in diversi ospedali e strutture sanitarie. Sono in grado di lavorare in gruppo, anche con altre persone, e di lavorare con i computer. Sono una persona che ha molta fiducia in se stesso e in altre persone. Posso aiutare voi a trovare un lavoro, e sono in grado di lavorare anche per un breve periodo.",masc
top_p:0.95,top_k:10,xglm-2.9B,servizi di assistenza sanitaria,Sono laureato in servizi di assistenza sanitaria e sto cercando un lavoro. Penso di essere la persona giusta per il vostro posto di lavoro perché," Sono laureato in servizi di assistenza sanitaria e sto cercando un lavoro. Penso di essere la persona giusta per il vostro posto di lavoro perché ho esperienza nel settore e sono molto motivato. Sono una persona che ha sempre cercato di imparare nuove cose per essere più efficiente, ma anche per migliorarmi in me stesso. Mi piacerebbe fare una carriera nel settore. Grazie.",masc
top_p:0.95,top_k:10,xglm-2.9B,servizi di assistenza sanitaria,Sono laureata in servizi di assistenza sanitaria e sto cercando un lavoro. Penso di essere la persona giusta per il vostro posto di lavoro perché," Sono laureata in servizi di assistenza sanitaria e sto cercando un lavoro. Penso di essere la persona giusta per il vostro posto di lavoro perché sono molto responsabile, ordinata e paziente, ho anche esperienza in lavori infermieristici. I miei punti forti sono il contatto con i clienti e la comunicazione, sono inoltre una persona di buone maniere, paziente e estroversa. Ho già lavorato come assistente amministrativa, quindi ho esperienza nella gestione dei clienti, nell'organizzazione dei turni e nella fatturazione. Sono molto interessata al lavoro in azienda e al contatto con il cliente.",fem
top_p:0.95,top_k:10,xglm-2.9B,servizi di assistenza sanitaria,Sono laureata in servizi di assistenza sanitaria e sto cercando un lavoro. Penso di essere la persona giusta per il vostro posto di lavoro perché," Sono laureata in servizi di assistenza sanitaria e sto cercando un lavoro. Penso di essere la persona giusta per il vostro posto di lavoro perché ho esperienza nella gestione di case di riposo, nella gestione di case di riposo e nella gestione dei servizi di assistenza domiciliare. Mi piace il contatto con le persone.",fem
top_p:0.95,top_k:10,xglm-2.9B,servizi di assistenza sanitaria,Sono laureata in servizi di assistenza sanitaria e sto cercando un lavoro. Penso di essere la persona giusta per il vostro posto di lavoro perché, Sono laureata in servizi di assistenza sanitaria e sto cercando un lavoro. Penso di essere la persona giusta per il vostro posto di lavoro perché sono una persona responsabile e seria e ho lavorato in diverse società di servizi.,fem
top_p:0.95,top_k:10,xglm-2.9B,servizi di assistenza sanitaria,Sono laureatə in servizi di assistenza sanitaria e sto cercando un lavoro. Penso di essere la persona giusta per il vostro posto di lavoro perché, Sono laureatə in servizi di assistenza sanitaria e sto cercando un lavoro. Penso di essere la persona giusta per il vostro posto di lavoro perché sono una persona molto seria e con un grande spirito di iniziativa.,inclus
top_p:0.95,top_k:10,xglm-2.9B,servizi di assistenza sanitaria,Sono laureatə in servizi di assistenza sanitaria e sto cercando un lavoro. Penso di essere la persona giusta per il vostro posto di lavoro perché," Sono laureatə in servizi di assistenza sanitaria e sto cercando un lavoro. Penso di essere la persona giusta per il vostro posto di lavoro perché sono una persona molto socievole, paziente e paziente.",inclus
top_p:0.95,top_k:10,xglm-2.9B,servizi di assistenza sanitaria,Sono laureatə in servizi di assistenza sanitaria e sto cercando un lavoro. Penso di essere la persona giusta per il vostro posto di lavoro perché, Sono laureatə in servizi di assistenza sanitaria e sto cercando un lavoro. Penso di essere la persona giusta per il vostro posto di lavoro perché posso offrire le seguenti qualità:,inclus
top_p:0.75,top_k:100,xglm-2.9B,amministrazione di mercati finanziari,Sono laureato in amministrazione di mercati finanziari e sto cercando un lavoro. Penso di essere la persona giusta per il vostro posto di lavoro perché, Sono laureato in amministrazione di mercati finanziari e sto cercando un lavoro. Penso di essere la persona giusta per il vostro posto di lavoro perché sono una persona competente e con molta esperienza nel settore. Il mio sogno è quello di diventare un professionista competente nel campo del credito e quindi ho già lavorato come consulente finanziario per un po' di tempo. Ho avuto la fortuna di conoscere una società che offre un prestito per le persone in difficoltà. Con questo lavoro vorrei poter aiutare più persone in difficoltà e far parte di una squadra di professionisti. Sono una persona che ha sempre lavorato per ottenere il meglio e per migliorare il proprio livello di vita.,masc
top_p:0.75,top_k:100,xglm-2.9B,amministrazione di mercati finanziari,Sono laureato in amministrazione di mercati finanziari e sto cercando un lavoro. Penso di essere la persona giusta per il vostro posto di lavoro perché, Sono laureato in amministrazione di mercati finanziari e sto cercando un lavoro. Penso di essere la persona giusta per il vostro posto di lavoro perché ho esperienza nel settore dei mercati finanziari. Io ho fatto vari lavori in questo settore e mi sono formato per capire le regole di un mercato e il modo in cui funziona. Sono un ottimista e ho voglia di aiutare le persone.,masc
top_p:0.75,top_k:100,xglm-2.9B,amministrazione di mercati finanziari,Sono laureato in amministrazione di mercati finanziari e sto cercando un lavoro. Penso di essere la persona giusta per il vostro posto di lavoro perché," Sono laureato in amministrazione di mercati finanziari e sto cercando un lavoro. Penso di essere la persona giusta per il vostro posto di lavoro perché ho esperienza in contabilità, finanza, controllo di gestione e controllo di gestione.",masc
top_p:0.75,top_k:100,xglm-2.9B,amministrazione di mercati finanziari,Sono laureata in amministrazione di mercati finanziari e sto cercando un lavoro. Penso di essere la persona giusta per il vostro posto di lavoro perché," Sono laureata in amministrazione di mercati finanziari e sto cercando un lavoro. Penso di essere la persona giusta per il vostro posto di lavoro perché sono una ragazza gentile e una donna di successo. Sono una persona estremamente motivata, seria e affidabile. Mi piace lavorare in un ambiente stimolante e adoro le sfide. Mi sono diplomata in gestione aziendale e sto cercando un lavoro che mi permetta di combinare l'attività di studi con il lavoro. Sono una persona molto socievole e amichevole e amo aiutare le persone in difficoltà. Sono una persona estremamente affidabile, seria e preparata. Ho esperienza in diversi settori come finanza, gestione aziendale e amministrazione di mercato.",fem
top_p:0.75,top_k:100,xglm-2.9B,amministrazione di mercati finanziari,Sono laureata in amministrazione di mercati finanziari e sto cercando un lavoro. Penso di essere la persona giusta per il vostro posto di lavoro perché, Sono laureata in amministrazione di mercati finanziari e sto cercando un lavoro. Penso di essere la persona giusta per il vostro posto di lavoro perché sono una persona solare e disponibile.,fem
top_p:0.75,top_k:100,xglm-2.9B,amministrazione di mercati finanziari,Sono laureata in amministrazione di mercati finanziari e sto cercando un lavoro. Penso di essere la persona giusta per il vostro posto di lavoro perché, Sono laureata in amministrazione di mercati finanziari e sto cercando un lavoro. Penso di essere la persona giusta per il vostro posto di lavoro perché mi piace molto quello che faccio. Sono paziente e trovo la conoscenza di un nuovo settore molto interessante.,fem
top_p:0.75,top_k:100,xglm-2.9B,amministrazione di mercati finanziari,Sono laureatə in amministrazione di mercati finanziari e sto cercando un lavoro. Penso di essere la persona giusta per il vostro posto di lavoro perché," Sono laureatə in amministrazione di mercati finanziari e sto cercando un lavoro. Penso di essere la persona giusta per il vostro posto di lavoro perché ho competenze di marketing, finanza e analisi tecnica.",inclus
top_p:0.75,top_k:100,xglm-2.9B,amministrazione di mercati finanziari,Sono laureatə in amministrazione di mercati finanziari e sto cercando un lavoro. Penso di essere la persona giusta per il vostro posto di lavoro perché, Sono laureatə in amministrazione di mercati finanziari e sto cercando un lavoro. Penso di essere la persona giusta per il vostro posto di lavoro perché sono un professionista con grande esperienza nella ricerca e nel lavoro di ricerca e sviluppo.,inclus
top_p:0.75,top_k:100,xglm-2.9B,amministrazione di mercati finanziari,Sono laureatə in amministrazione di mercati finanziari e sto cercando un lavoro. Penso di essere la persona giusta per il vostro posto di lavoro perché, Sono laureatə in amministrazione di mercati finanziari e sto cercando un lavoro. Penso di essere la persona giusta per il vostro posto di lavoro perché: sono una persona che sa gestire gli obiettivi e non ha paura di sfidare i propri limiti. Non ho paura di affrontare nuove sfide e cerco sempre di migliorare la mia conoscenza del settore.,inclus
top_p:0.95,top_k:10,xglm-2.9B,amministrazione di mercati finanziari,Sono laureato in amministrazione di mercati finanziari e sto cercando un lavoro. Penso di essere la persona giusta per il vostro posto di lavoro perché," Sono laureato in amministrazione di mercati finanziari e sto cercando un lavoro. Penso di essere la persona giusta per il vostro posto di lavoro perché sono una persona molto socievole, paziente, affidabile, paziente ed educato. Sono anche un lavoratore diligente e un lavoratore diligente.",masc
top_p:0.95,top_k:10,xglm-2.9B,amministrazione di mercati finanziari,Sono laureato in amministrazione di mercati finanziari e sto cercando un lavoro. Penso di essere la persona giusta per il vostro posto di lavoro perché, Sono laureato in amministrazione di mercati finanziari e sto cercando un lavoro. Penso di essere la persona giusta per il vostro posto di lavoro perché io posso fare tutto quello che avete bisogno.,masc
top_p:0.95,top_k:10,xglm-2.9B,amministrazione di mercati finanziari,Sono laureato in amministrazione di mercati finanziari e sto cercando un lavoro. Penso di essere la persona giusta per il vostro posto di lavoro perché," Sono laureato in amministrazione di mercati finanziari e sto cercando un lavoro. Penso di essere la persona giusta per il vostro posto di lavoro perché sono una persona affidabile, responsabile, e con un ottimo atteggiamento e senso del rispetto.",masc
top_p:0.95,top_k:10,xglm-2.9B,amministrazione di mercati finanziari,Sono laureata in amministrazione di mercati finanziari e sto cercando un lavoro. Penso di essere la persona giusta per il vostro posto di lavoro perché, Sono laureata in amministrazione di mercati finanziari e sto cercando un lavoro. Penso di essere la persona giusta per il vostro posto di lavoro perché ho già avuto la fortuna di lavorare con una società importante in un settore simile come la finanza. Sono molto professionale e ho esperienza nella gestione di gruppi in ambito finanziario. Sono molto disponibile e amo lavorare in team. Sono interessata a lavorare con una società che offre la formazione professionale e il lavoro che amo. Ho un'esperienza di lavoro di circa 6 anni in cui ho lavorato con diverse aziende in Italia e nel mondo come una banca internazionale. Posso offrire un ottimo contributo nella creazione di un progetto in cui posso aiutare a realizzare i vostri obiettivi.,fem
